,ML True,DL True,Persistence,SVR,Ridge,RandomForestRegressor,GradientBoostingRegressor,AdaBoostRegressor,BaggingRegressor,RNNModel,LSTMModel,GRUModel,TransformerWithLinear,TransformerWithAttention
3508,195.0,195.0,226.3,214.4825746168544,208.79510509620314,195.99399999999997,197.64860051771674,217.1005512679166,191.86,199.71603,208.66434,204.49384,194.76003,197.59888
3509,66.7,66.7,195.0,62.16697724737821,106.62156958847159,66.7479999999999,63.174718449135796,144.68103448275858,65.55,70.4978,65.52426,70.77814,69.75598,55.37509
3510,10.3,10.3,66.7,-50.617392471705074,-16.449902207552043,9.589999999999986,12.95611712025004,92.68919667590099,7.019999999999999,13.771454,15.449081,15.845856,10.380859,-0.53900146
3511,36.4,36.4,10.3,37.884738084917814,61.07835980851502,35.94400000000004,32.96507006872273,71.39834983498348,36.17,32.205215,40.568222,33.94577,36.64424,23.756165
3512,-0.6,-0.6,36.4,-37.93953484898756,-90.55143562716043,-0.6410000000000007,0.8646764630291955,71.39834983498348,-0.8099999999999999,-1.2937775,2.5404053,4.162155,-2.5887604,-9.636002
3513,53.0,53.0,-0.6,77.10348943129151,115.05388824457528,53.93600000000002,51.46494932437189,83.5984025559106,53.80999999999999,51.21306,53.72908,48.35608,54.786713,47.010544
3514,2.8,2.8,53.0,11.464197350676898,-27.113503188684547,3.009000000000003,5.839148146760043,75.29530516431983,3.3300000000000005,8.540848,8.688797,8.45015,3.7958984,-3.0669098
3515,60.0,60.0,2.8,82.9869570446597,97.237689949762,59.75000000000003,58.44272351428417,78.8564293304994,58.29,49.940155,59.5394,52.238907,56.941513,40.38321
3516,0.0,0.0,60.0,-21.415358549038842,-73.51027321425747,-0.3440000000000001,3.5554096144281466,75.29530516431983,-0.12999999999999998,3.490509,-0.46316528,0.32574463,-1.764389,-9.241104
3517,50.1,50.1,0.0,63.974101994361064,87.76738907506812,48.90100000000001,46.603182017735776,75.29530516431983,48.06000000000001,40.58995,49.26744,47.334824,46.825424,35.658142
3518,29.2,29.2,50.1,40.376929070225344,20.454115834999214,27.44799999999998,24.13317769888569,71.39834983498348,28.99,25.982025,27.926376,23.261581,28.352264,13.946487
3519,28.7,28.7,29.2,27.34591775786606,37.04436024898246,28.95499999999998,28.535408269518307,56.6957723577229,29.389999999999997,26.427933,28.218338,24.447128,31.57959,14.67688
